"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",0.00620743277356838,0.00235648421683905,0.00187442267760672,0.000940935749194846,0.00812039804381209,0.0024884620013269,0.00557206133603155,0.00600391791571776,0.0069866602805384,0.00670407149916002,0.00702640637979065,0.0021474781217811,0.0155390288093993,0.00931071567753325,0.00181044675033224,0.00261687422664855,0.00461285383051865,0.0126594710554434,0.0204800054857924,0.00979611228936548,0.0355403860445233,0.00227995867468124,0.00459679498634961,0.00666694665301628
"2",0.014770997857657,0.00170215455897727,0.00254904525990561,0.000701889090828836,0.00378995502651517,0.016372806135769,0.0103856298242605,0.0192056134041465,0.00773036616085188,0.0016923449498118,0.0127191060074474,0.011376816251823,0.00725074996102885,0.00718016086328871,0.00306349143046405,0.00272866441224704,0.00224383316590879,0.0100270040519049,0.0025570203400102,0.00362495723073585,0.00478649148612942,0.00156319335237807,0.00264179345841657,0.00849149505037702
"3",0.00661647967626011,0.00388862740965034,0.00415011794448259,0.000926097133111985,0.00546327515496999,0.00863650534818874,0.0254043923524437,0.00803990670196092,0.00771380556226993,0.00309464489784125,0.00271596950176271,0.0107953755911958,0.000715558389168243,0.00238011207093026,0.00685267986952853,0.00649082903487766,0.00188182410966418,0.0164239097636074,0.00303906472981733,0.00128883879298894,0.00903578942285808,0.092462345896399,0.00968575400161856,0.0215323360823917
"4",0.00449053986501085,0.00557143185493947,0.00412719254918175,0.00541209854524001,0.00948792932218629,0.00688378317040131,0.00058412888714515,0.00501411107310934,0.00212901975463999,0.00777576540596436,0.0163026918033486,0.00166198646200218,0.0107757820802574,0.00932980161503975,0.00607751262548984,0.00568070284886497,0.00217029075346134,0.0115010881640874,0.00230109993097556,0.00756206131611786,0.022022788195357,0.00187375770572914,0.0122063036202982,0.0143398108412801
"5",0.00362623686616027,0.00632716979417616,0.00702221461999057,0.00176026076536129,0.00541356596678443,0.00633567736344764,0.00177829861178808,0.0147335844332242,0.0059008308639622,0.00625232370520039,0.00599655089360856,0.00138415659189574,0.014641300891725,0.00628372011614349,0.00185711934642521,0.00924459746639635,0.00267915697099224,0.00525319206511768,0.00147984442243926,0.00827397081879757,0.010704210925234,0.00634080731702659,0.00263585713648479,0.0143592375414722
"6",0.00857830928820072,0.00413967253520446,0.004233578624724,0.000476171907061897,0.0018259177619997,0.00455306594458198,0.000792021571078451,0.0161143424077899,0.00719873933386901,0.00584945771476398,0.00373688888308432,0.0196380957567471,0.00498370598043498,0.00682303638109922,0.000223808876793526,0.0115879313255801,0.00461210688977347,0.00372761925251954,0.0024991028002551,0.00392743917002505,0.0123408235182846,0.021071679248135,0.00742256561224043,0.00533122770582924
"7",0.0019694724241688,0.0142308590034053,0.0259471381076016,0.00110706149255522,0.00393173016339579,0.00897570055441388,0.00518656990741803,0.0186783456835101,0.00464484798751644,0.0063122163506118,0.0142047326950727,0.00962452226850995,0.00360806829823337,0.00193201630998399,0.00216694888270582,0.00265359929857063,0.00725271494174843,0.00486122472417651,0.00523113719702382,0.00473162712753021,0.0102718701452249,0.00162501791251988,0.00328436760349492,0.00949599934137814
"8",0.0047014394452826,0.00263995694909876,0.0035957280108358,0.00319560353388738,0.00464339373823765,0.00820202898212369,0.00389206792743495,0.00372684831624496,0.00710509745023221,0.00396625902408102,0.00426999198201583,0.0159112602563354,0.00253386414918807,0.00271601131625833,0.00635913162991252,0.0235863783244789,0.000960872811588024,0.0164406043989755,0.00170739095635449,0.00586730646567351,0.00542915522523309,0.00734593370424788,0.0111828865785583,0.00724192444826506
"9",0.003925451691849,0.0110694436455412,0.00287668769867788,0.00174790683752617,0.00549643022290705,0.00879074588309295,0.000771985245057887,0.00142178060586882,0.0123946755432776,0.00564032932272899,0.00401012188467676,0.00609031921869378,0.00811826604883923,0.0107626036319278,0.000576373974929342,0.00541415372744885,0.00260584705741443,0.00699495279583082,0.00797214703252287,0.0027944116616729,0.0177510632560729,0.00223885223829267,0.0274185809526691,0.00600896373535698
"10",0.0148760752737129,0.00432638358185536,0.0113115885589448,0.00160390359624444,0.00130778888507766,0.00830816927187598,0.00452814293915347,0.00345700490921165,0.00428614390585382,0.00796779492716264,0.00617980770659339,0.00882650729469848,0.0157283304678693,0.00542012048137986,0.00650522167773082,0.00903013034019971,0.00214255717057902,0.0226027130601745,0.00214650586654452,0.00261896409779276,0.00306937568855605,0.00623721683985962,0.0104464758924288,0.0018791110149458
"11",0.0111871331799739,0.00990403698712261,0.00628364634589207,0.00660505108207642,0.00390216598342971,0.0043803402850557,0.00905346923965887,0.00252580882295224,0.0124795401171218,0.00345725695736042,0.00552988487141082,0.00718058067395046,0.00199293828524117,0.00414756640589138,0.000844553485392156,0.00418686646316371,0.00566009420518433,0.0111044781547117,0.00165758792547622,0.0148633828183939,0.00393256669957383,0.019491247271029,0.0141574173197681,0.00355980324644301
"12",0.00583228186396597,0.0204530253010733,0.00374404060687809,0.00124613849408471,0.00590183543557104,0.00987196246639812,0.0044158910714499,0.00436259603881704,0.00787153565241466,0.00152950257878407,0.00898029499221678,0.00238232221615268,0.0569937532110936,0.00190487851541739,0.0115266179076048,0.0149200279534531,0.00187639422901706,0.00428513557050785,0.00285192054566216,0.00974761496898131,0.00304992342579267,0.00427912527116913,0.00613859051559027,0.0163461789714659
"13",0.00544042454227736,0.00407000338411426,0.00192790144704246,0.000902567449840912,0.0104314483358111,0.0171093817233111,0.00178547315883904,0.00265904508085703,0.00683844037419239,0.0192093442806322,0.00276270089151105,0.00307177817199473,0.00638964923140964,0.00875727449882087,0.00791494119578176,0.00588016636236271,0.0112577824623464,0.0142853570496547,0.00226222080239714,0.00643729071190712,0.00908360847756612,0.00153526665022539,0.00325809398245665,0.00379250518142373
"14",0.00777125801491161,0.00149308337289473,0.00525947582190517,0.00934471031997746,0.00646819425891735,0.00619529810142996,0.00454700418501813,0.00319053936421801,0.0106285729408123,0.00154479627499954,0.0135969319592778,0.00924310148644192,0.00385135964547457,0.00885975603702252,0.0014180393574682,0.0148175892383714,0.0021811944017428,0.004449816620929,0.00387612734463039,0.0032832012293267,0.00977054044066177,0.00157823709828211,0.0133531557565578,0.00231354780337432
